,dataset,split,model_name_or_path,train_roc,val_roc,test_roc,prompt,,,
10,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.733114754,"HIV-1 RT is a multifunctional enzyme that has RNA and DNA dependent polymerase activity, along with ribonuclease H (RNase H) activity. The latter is responsible for degradation of the viral genomic RNA template during first strand DNA synthesis to allow completion of reverse transcription and the viral dsDNA. Is this molecule effective to this assay?",train,,,
11,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.866114562,"EphA4 is a member of the large Eph family of receptor tyrosine kinases. The signaling ability of EphA4, and the other nine closely related EphA receptors, is activated by binding the six GPI-linked ephrin-A ligands. In addition, EphA4 also binds the three transmembrane ephrin-B ligands, which are the ligands for the other class of Eph receptors, the EphB receptors (EphB1-EphB6). Eph receptor-ephrin interaction requires cell-cell contact because both the receptor and the ligand are membrane-bound. Importantly, signals are generated both through the Eph receptor kinase domain (forward signals) and through signaling molecules associated with the ephrins (reverse signals). The EphA4 receptor tyrosine kinase plays a critical role in the inhibition of axon regeneration that occurs after spinal cord injury. Axons in EphA4 knockout mice can regenerate past the site of injury and re-establish severed connections resulting in functional recovery. Other evidence suggests that EphA4 plays an inhibitory role in axonal and dendritic growth in other regions of the central nervous system as well. Furthermore, EphA4 has been implicated in the maintenance of platelet aggregation during thrombus formation and in prostate cancer cell growth. Thus, inhibiting EphA4 function is a very promising new approach with high potential for a number of therapeutic applications. Is this molecule inhibitor of EphA4?",train,0.867063492,0.867063492,
12,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.863785369,"EphA4 is a member of the large Eph family of receptor tyrosine kinases. The signaling ability of EphA4, and the other nine closely related EphA receptors, is activated by binding the six GPI-linked ephrin-A ligands. In addition, EphA4 also binds the three transmembrane ephrin-B ligands, which are the ligands for the other class of Eph receptors, the EphB receptors (EphB1-EphB6). Eph receptor-ephrin interaction requires cell-cell contact because both the receptor and the ligand are membrane-bound. Importantly, signals are generated both through the Eph receptor kinase domain (forward signals) and through signaling molecules associated with the ephrins (reverse signals). The EphA4 receptor tyrosine kinase plays a critical role in the inhibition of axon regeneration that occurs after spinal cord injury. Axons in EphA4 knockout mice can regenerate past the site of injury and re-establish severed connections resulting in functional recovery. Other evidence suggests that EphA4 plays an inhibitory role in axonal and dendritic growth in other regions of the central nervous system as well. Furthermore, EphA4 has been implicated in the maintenance of platelet aggregation during thrombus formation and in prostate cancer cell growth. Can this molecule inhibite EphA4?",train,,,
13,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.867063492,"EphA4 is a member of the large Eph family of receptor tyrosine kinases. The signaling ability of EphA4, and the other nine closely related EphA receptors, is activated by binding the six GPI-linked ephrin-A ligands. In addition, EphA4 also binds the three transmembrane ephrin-B ligands, which are the ligands for the other class of Eph receptors, the EphB receptors (EphB1-EphB6). Eph receptor-ephrin interaction requires cell-cell contact because both the receptor and the ligand are membrane-bound. Importantly, signals are generated both through the Eph receptor kinase domain (forward signals) and through signaling molecules associated with the ephrins (reverse signals). The EphA4 receptor tyrosine kinase plays a critical role in the inhibition of axon regeneration that occurs after spinal cord injury. Axons in EphA4 knockout mice can regenerate past the site of injury and re-establish severed connections resulting in functional recovery. Other evidence suggests that EphA4 plays an inhibitory role in axonal and dendritic growth in other regions of the central nervous system as well. Furthermore, EphA4 has been implicated in the maintenance of platelet aggregation during thrombus formation and in prostate cancer cell growth. Is this molecule effective to EphA4?",train,0.740814963,0.740814963,
14,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.543305728,"EphA4 is a receptor tyrosine kinase that is part of a large family of receptors called Eph. The signaling ability of EphA4, along with other EphA receptors, is activated by binding to GPI-linked ephrin-A ligands, and it also binds to transmembrane ephrin-B ligands, which are the ligands for another class of Eph receptors called the EphB receptors. Signals are generated both through the Eph receptor kinase domain and through signaling molecules associated with the ephrins. EphA4 plays an important role in inhibiting axon regeneration after spinal cord injury, and inhibiting its function shows promise for therapeutic applications in spinal cord injury, platelet aggregation during thrombus formation, prostate cancer cell growth, and other regions of the central nervous system. Can this molecule inhibite EphA4?",train,,,
15,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.548222912,"EphA4 is a receptor tyrosine kinase that is part of a large family of receptors called Eph. The signaling ability of EphA4, along with other EphA receptors, is activated by binding to GPI-linked ephrin-A ligands, and it also binds to transmembrane ephrin-B ligands, which are the ligands for another class of Eph receptors called the EphB receptors. Signals are generated both through the Eph receptor kinase domain and through signaling molecules associated with the ephrins. EphA4 plays an important role in inhibiting axon regeneration after spinal cord injury, and inhibiting its function shows promise for therapeutic applications in spinal cord injury, platelet aggregation during thrombus formation, prostate cancer cell growth, and other regions of the central nervous system. Is this molecule inhibitor of EphA4?",train,0.929191717,0.929191717,
16,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.620772947,"EphA4 is a receptor tyrosine kinase that is part of a large family of receptors called Eph. The signaling ability of EphA4, along with other EphA receptors, is activated by binding to GPI-linked ephrin-A ligands, and it also binds to transmembrane ephrin-B ligands, which are the ligands for another class of Eph receptors called the EphB receptors. Signals are generated both through the Eph receptor kinase domain and through signaling molecules associated with the ephrins. EphA4 plays an important role in inhibiting axon regeneration after spinal cord injury, and inhibiting its function shows promise for therapeutic applications in spinal cord injury, platelet aggregation during thrombus formation, prostate cancer cell growth, and other regions of the central nervous system. Is this molecule effective to this assay?",train,,,
17,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.740814963,"SF-1 is expressed in the pituitary, testes, ovaries, and adrenal gland and regulates steroid hormone production at many levels, including direct regulation of expression of major P450 enzymes involved in steroid hormone synthesis. Is this molecule activators of SF-1?",train,0.458247775,0.458247775,
18,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.716098864,"SF-1 is expressed in the pituitary, testes, ovaries, and adrenal gland and regulates steroid hormone production at many levels, including direct regulation of expression of major P450 enzymes involved in steroid hormone synthesis. Can this molecule activate SF-1?",train,,,
19,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.717100868,"SF-1 is expressed in the pituitary, testes, ovaries, and adrenal gland and regulates steroid hormone production at many levels, including direct regulation of expression of major P450 enzymes involved in steroid hormone synthesis. Is this molecule effective to SF-1?",train,0.617256637,0.617256637,0.7142
20,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.929191717,"SF-1 is expressed in the pituitary, testes, ovaries, and adrenal gland and regulates steroid hormone production at many levels, including direct regulation of expression of major P450 enzymes involved in steroid hormone synthesis. Is this molecule effective to this assay?",train,,,
21,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.431211499,"Hsp90 is a chaperone protein, in cancer and other diseases such as neurodegenerative diseases, nerve injuries, inflammation, and infection. Several natural products that inhibit Hsp90 have anti-tumor effects. However, it has been unclear whether Hsp90 inhibitors can be used as therapeutic agents due to its role in normal cellular homeostasis. Clinical results with the first Hsp90 inhibitor, 17AAG, show promising results in cancer therapy. There is increasing interest in developing novel inhibitors of Hsp90 for use in other diseases. Is this molecule inhibitor of Hsp90?",train,0.76300905,0.76300905,
22,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.442162902,"Hsp90 is a chaperone protein, in cancer and other diseases such as neurodegenerative diseases, nerve injuries, inflammation, and infection. Several natural products that inhibit Hsp90 have anti-tumor effects. However, it has been unclear whether Hsp90 inhibitors can be used as therapeutic agents due to its role in normal cellular homeostasis. Clinical results with the first Hsp90 inhibitor, 17AAG, show promising results in cancer therapy. There is increasing interest in developing novel inhibitors of Hsp90 for use in other diseases. Can this molecule inhibite Hsp90?",train,,,
23,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.434633812,"Hsp90 is a chaperone protein, in cancer and other diseases such as neurodegenerative diseases, nerve injuries, inflammation, and infection. Several natural products that inhibit Hsp90 have anti-tumor effects. However, it has been unclear whether Hsp90 inhibitors can be used as therapeutic agents due to its role in normal cellular homeostasis. Clinical results with the first Hsp90 inhibitor, 17AAG, show promising results in cancer therapy. There is increasing interest in developing novel inhibitors of Hsp90 for use in other diseases. Is this molecule effective to Hsp90?",train,0.766402715,0.766402715,
24,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.458247775,"Hsp90 is a chaperone protein, in cancer and other diseases such as neurodegenerative diseases, nerve injuries, inflammation, and infection. Several natural products that inhibit Hsp90 have anti-tumor effects. However, it has been unclear whether Hsp90 inhibitors can be used as therapeutic agents due to its role in normal cellular homeostasis. Clinical results with the first Hsp90 inhibitor, 17AAG, show promising results in cancer therapy. There is increasing interest in developing novel inhibitors of Hsp90 for use in other diseases. Is this molecule effective to this assay?",train,,,
25,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.240299523,"ER-alpha recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with ER-alpha by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Is this molecule inhibitor of ER-alpha?",train,0.644520548,0.644520548,
26,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.352450647,"ER-alpha recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with ER-alpha by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Can this molecule inhibite ER-alpha?",train,,,
27,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.241660994,"ER-alpha recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with ER-alpha by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Is this molecule effective to ER-alpha?",train,0.672374429,0.672374429,
28,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.617256637,"ER-alpha recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with ER-alpha by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Is this molecule effective to this assay?",train,,,
29,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.42282127,"ER-beta recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with both ER-beta and ER-beta by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Is this molecule inhibitor of ER-beta?",train,0.717140661,0.717140661,
30,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.405834564,"ER-beta recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with both ER-beta and ER-beta by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Can this molecule inhibite ER-beta?",train,,,
31,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.410635155,"ER-beta recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with both ER-beta and ER-beta by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Is this molecule effective to ER-beta?",train,0.668621064,0.668621064,
32,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.29689808,"ER-beta recruit coregulator proteins to regulate gene transcription, including coactivators and corepressors that have various activities, such as altering chromatin architecture, modifying histones, and activating RNA polymerase II. The p160s or SRCs, a specific class of coactivators, interact with both ER-beta and ER-beta by inserting an LXXLL sequence into a hydrophobic groove on the ER ligand binding domain. This hydrophobic groove represents a novel target for small molecule coactivator binding inhibitors (CBIs) that could have therapeutic potential in breast cancer treatment. Is this molecule effective to this assay?",train,,,
33,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.76300905,"This assay monitors the potentiation of the binding of a Cy5-labeled SRC-1 peptide to the ligand binding domain (LBD) of ER-alpha labeled (via a streptavidin-biotin interaction) with a long-lifetime europium. The interaction of ER-alpha with SRC1 under a low estradiol concentration brings europium and Cy5 into proximity, generating basal level of FRET. Compounds that can further enhance the interaction with increased FRET signal are identified as positives for further analysis. These compounds could either be conventional. Is this molecule potentiator to ER-alpha?",train,0.704088704,0.704088704,
34,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.733031674,"This assay monitors the potentiation of the binding of a Cy5-labeled SRC-1 peptide to the ligand binding domain (LBD) of ER-alpha labeled (via a streptavidin-biotin interaction) with a long-lifetime europium. The interaction of ER-alpha with SRC1 under a low estradiol concentration brings europium and Cy5 into proximity, generating basal level of FRET. Is this molecule potentiator to ER-alpha?",train,,,
35,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.722096531,"This assay monitors the potentiation of the binding of a Cy5-labeled SRC-1 peptide to the ligand binding domain (LBD) of ER-alpha labeled (via a streptavidin-biotin interaction) with a long-lifetime europium. The interaction of ER-alpha with SRC1 under a low estradiol concentration brings europium and Cy5 into proximity, generating basal level of FRET. Is this molecule effective to ER-alpha?",train,,0.704088704,
36,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.766402715,"This assay monitors the potentiation of the binding of a Cy5-labeled SRC-1 peptide to the ligand binding domain (LBD) of ER-alpha labeled (via a streptavidin-biotin interaction) with a long-lifetime europium. The interaction of ER-alpha with SRC1 under a low estradiol concentration brings europium and Cy5 into proximity, generating basal level of FRET. Is this molecule effective to this assay?",train,,,
37,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.668949772,"The focal adhesion kinase (FAK) is a tyrosine kinase involved in growth factor and integrin mediated signal transduction pathways. It controls cell motility and migration by regulating the turnover of focal adhesions. The expression of FAK is elevated in malignant breast cancer and its activity is required in vitro for the invasion of breast carcinoma cells and in vivo for lethal metastasis formation in mice. Moreover, some medical studies have correlated increased levels of FAK expression in tumors with enhanced metastatic and invasive properties. Is this molecule inhibitor of FAK?",train,,,
38,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.627054795,"The focal adhesion kinase (FAK) is a tyrosine kinase involved in growth factor and integrin mediated signal transduction pathways. It controls cell motility and migration by regulating the turnover of focal adhesions. The expression of FAK is elevated in malignant breast cancer and its activity is required in vitro for the invasion of breast carcinoma cells and in vivo for lethal metastasis formation in mice. Moreover, some medical studies have correlated increased levels of FAK expression in tumors with enhanced metastatic and invasive properties. Can this molecule inhibite FAK?",train,,,
39,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.644520548,"The focal adhesion kinase (FAK) is a tyrosine kinase involved in growth factor and integrin mediated signal transduction pathways. It controls cell motility and migration by regulating the turnover of focal adhesions. The expression of FAK is elevated in malignant breast cancer and its activity is required in vitro for the invasion of breast carcinoma cells and in vivo for lethal metastasis formation in mice. Moreover, some medical studies have correlated increased levels of FAK expression in tumors with enhanced metastatic and invasive properties. Is this molecule effective to FAK?",train,,,
40,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.527853881,"FAK (Focal Adhesion Kinase) is a protein kinase that plays an important role in cell signaling and cell adhesion. It is involved in many cellular processes such as cell survival, proliferation, migration, and differentiation. FAK is primarily localized in the focal adhesions, which are specialized sites where cells attach to the extracellular matrix. When cells adhere to the extracellular matrix, FAK becomes activated and initiates a signaling cascade that regulates cell behavior. Dysregulation of FAK has been implicated in various diseases, including cancer, cardiovascular disease, and inflammation. As a result, FAK is being studied as a potential therapeutic target for the treatment of these diseases. Is this molecule inhibitor of FAK?",train,,,
41,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.525228311,"FAK (Focal Adhesion Kinase) is a protein kinase that plays an important role in cell signaling and cell adhesion. It is involved in many cellular processes such as cell survival, proliferation, migration, and differentiation. FAK is primarily localized in the focal adhesions, which are specialized sites where cells attach to the extracellular matrix. When cells adhere to the extracellular matrix, FAK becomes activated and initiates a signaling cascade that regulates cell behavior. Is this molecule inhibitor of FAK?",train,,,
42,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.56586758,"FAK (Focal Adhesion Kinase) is a protein kinase that plays an important role in cell signaling and cell adhesion. It is involved in many cellular processes such as cell survival, proliferation, migration, and differentiation. Is this molecule inhibitor of FAK?",train,,,
43,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.672374429,"FAK (Focal Adhesion Kinase) is a protein kinase that plays an important role in cell signaling and cell adhesion. It is involved in many cellular processes such as cell survival, proliferation, migration, and differentiation. FAK is primarily localized in the focal adhesions, which are specialized sites where cells attach to the extracellular matrix. When cells adhere to the extracellular matrix, FAK becomes activated and initiates a signaling cascade that regulates cell behavior. Is this molecule effective to this assay?",train,,,
44,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.399116065,Cathepsin G is a chymotrypsin-like serine protease that is secreted from neutrophils. Disregulated cathepsin G activity is implicated in the progression of various chronic inflammatory diseases such as asthma and chronic pulmonary obstructive disease. Is this molecule inhibitor of Cathepsin G?,train,,,
45,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.396041507,Cathepsin G is a chymotrypsin-like serine protease that is secreted from neutrophils. Disregulated cathepsin G activity is implicated in the progression of various chronic inflammatory diseases such as asthma and chronic pulmonary obstructive disease. Can this molecule inhibite Cathepsin G?,train,,,
46,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.446195234,Cathepsin G is a chymotrypsin-like serine protease that is secreted from neutrophils. Disregulated cathepsin G activity is implicated in the progression of various chronic inflammatory diseases such as asthma and chronic pulmonary obstructive disease. Is this molecule effective to Cathepsin G?,train,,,
47,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.717140661,Cathepsin G is a chymotrypsin-like serine protease that is secreted from neutrophils. Disregulated cathepsin G activity is implicated in the progression of various chronic inflammatory diseases such as asthma and chronic pulmonary obstructive disease. Is this molecule effective to this assay?,train,,,
48,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.493103448,"The S1P receptor 2 (S1P2), also known as endothelial differentiation sphingolipid G-protein-coupled receptor 5 (EDG5), signals through Gi, Gq and G12/13 pathways and has been shown to inhibit cell migration in several cell types. Additionally, many different malignant cells have been shown to overexpress S1P2. For example, S1P2 is expressed in melanoma cells and is co-expressed together with S1P3 in breast cancer cells. Moreover, S1P2 expression has also been found in glioma cells and nine gastric cancer cell lines were shown to express S1P2 to varying degrees. Finally, the S1P2 selective antagonist JTE-013 has been shown to negatively regulate endothelial morphogenesis and angiogenesis. Is this molecule inhibitor of S1P2?",train,,,
49,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.49862069,"The S1P receptor 2 (S1P2), also known as endothelial differentiation sphingolipid G-protein-coupled receptor 5 (EDG5), signals through Gi, Gq and G12/13 pathways and has been shown to inhibit cell migration in several cell types. Additionally, many different malignant cells have been shown to overexpress S1P2. For example, S1P2 is expressed in melanoma cells and is co-expressed together with S1P3 in breast cancer cells. Moreover, S1P2 expression has also been found in glioma cells and nine gastric cancer cell lines were shown to express S1P2 to varying degrees. Finally, the S1P2 selective antagonist JTE-013 has been shown to negatively regulate endothelial morphogenesis and angiogenesis. Can this molecule inhibite S1P2?",train,,,
50,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.489310345,"The S1P receptor 2 (S1P2), also known as endothelial differentiation sphingolipid G-protein-coupled receptor 5 (EDG5), signals through Gi, Gq and G12/13 pathways and has been shown to inhibit cell migration in several cell types. Additionally, many different malignant cells have been shown to overexpress S1P2. For example, S1P2 is expressed in melanoma cells and is co-expressed together with S1P3 in breast cancer cells. Moreover, S1P2 expression has also been found in glioma cells and nine gastric cancer cell lines were shown to express S1P2 to varying degrees. Finally, the S1P2 selective antagonist JTE-013 has been shown to negatively regulate endothelial morphogenesis and angiogenesis. Is this molecule effective to S1P2?",train,,,
51,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.625172414,"The S1P receptor 2 (S1P2), also known as endothelial differentiation sphingolipid G-protein-coupled receptor 5 (EDG5), signals through Gi, Gq and G12/13 pathways and has been shown to inhibit cell migration in several cell types. Additionally, many different malignant cells have been shown to overexpress S1P2. For example, S1P2 is expressed in melanoma cells and is co-expressed together with S1P3 in breast cancer cells. Moreover, S1P2 expression has also been found in glioma cells and nine gastric cancer cell lines were shown to express S1P2 to varying degrees. Finally, the S1P2 selective antagonist JTE-013 has been shown to negatively regulate endothelial morphogenesis and angiogenesis. Is this molecule effective to this assay?",train,,,
52,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.657980456,"Factor XII (FXII) is a 80 kDa zymogen found at a concentration of 0.375 uM in plasma, and upon activation by kallikrein at R353, a disulfide-linked two chain molecule called factor XIIa alpha (FXIIa) is generated. FXIIa is also capable of autoactivation by binding to negatively charged surfaces (1). Kallikrein can also cleave other scissile bonds in FXIIa alpha outside of the catalytic domain at R334, R343, and R353, generating FXIIa beta, a 30 kDa enzyme that is no longer able to bind to surfaces, and which activates prekallikrein (PK) to kallikrein, using high molecular weight kininogen (HK) as a cofactor (2, 3). FXIIa is irreversibly inhibited by C-1 inhibitor (C1INH), a 105 kDa plasma SERPIN (4-6). Is this molecule inhibitor of FXII?",train,,,
53,muv,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.668621064,"Factor XII (FXII) is a 80 kDa zymogen found at a concentration of 0.375 uM in plasma, and upon activation by kallikrein at R353, a disulfide-linked two chain molecule called factor XIIa alpha (FXIIa) is generated. FXIIa is also capable of autoactivation by binding to negatively charged surfaces (1). Kallikrein can also cleave other scissile bonds in FXIIa alpha outside of the catalytic domain at R334, R343, and R353, generating FXIIa beta, a 30 kDa enzyme that is no longer able to bind to surfaces, and which activates prekallikrein (PK) to kallikrein, using high molecular weight kininogen (HK) as a cofactor (2, 3). FXIIa is irreversibly inhibited by C-1 inhibitor (C1INH), a 105 kDa plasma SERPIN (4-6). Can this molecule inhibite FXII?",train,,,
