,dataset,split,model_name_or_path,train_roc,val_roc,test_roc,prompt,
10,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.515627927,"Identify compounds that inhibit the activity of Cytochrome P450 (CYP450) enzymes, particularly CYP2C9, in order to minimize the risk of adverse drug reactions and harmful drug interactions caused by CYP450-mediated metabolism. Investigate potential inhibition mechanisms, such as blocking active sites or reducing enzyme functionality, while considering the increased potential for side effects due to higher concentrations of the drug in the bloodstream.",train,
11,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.61084149,"Search for molecules that are capable of inhibiting Cytochrome P450 (CYP450) enzymes, especially CYP2C9, to lower the chances of adverse drug events and interactions. Evaluate the mechanisms of inhibition, including blocking enzyme active sites or diminishing the enzyme?€?s activity, while being mindful of the potential for stronger side effects due to increased drug levels in the body.",train,
12,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.462401063,"Explore compounds that block the activity of Cytochrome P450 (CYP450) enzymes, particularly CYP2C9, in order to reduce the likelihood of unwanted drug reactions and interactions. Focus on inhibition strategies such as active site blockade or enzyme activity reduction, while considering the risk of enhanced side effects from elevated drug concentrations in the system.",train,
13,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.632247565,"Examine molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2C9, to mitigate the risk of negative drug interactions and reactions. Investigate mechanisms like occupying the active site of the enzyme or reducing its activity, while considering the potential for increased side effects due to elevated drug concentrations in the blood.",train,
14,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.549567956,"Seek molecules capable of inhibiting Cytochrome P450 (CYP450) enzymes, particularly CYP2C9, to reduce the risk of harmful drug interactions and adverse effects. Study different inhibition strategies, including blocking active sites or weakening enzyme activity, while keeping in mind the increased likelihood of side effects due to raised drug concentrations in the bloodstream.",train,
15,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.42894401,"Identify compounds that can block Cytochrome P450 (CYP450) enzymes, specifically CYP2C9, to reduce the potential for adverse drug interactions. Focus on inhibition techniques such as enzyme site occupation or enzyme activity suppression, and consider the possible increased risk of side effects caused by higher drug levels in the circulation.",train,
16,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.464371019,"Look for molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2C9, to decrease the risk of adverse drug reactions. Examine mechanisms such as occupying enzyme active sites or reducing enzyme activity, while considering the risk of elevated side effects due to increased concentrations of the drug in the bloodstream.",train,
17,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.513157433,"Investigate compounds that can inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2C9, to reduce the chances of drug interactions and harmful reactions. Focus on strategies such as blocking the enzyme?€?s active site or reducing its overall activity, while accounting for the risk of increased side effects caused by higher drug concentrations.",train,
18,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.463694853,"Look for molecules that target Cytochrome P450 (CYP450) enzymes, particularly CYP2C9, to lower the risk of adverse drug reactions caused by CYP450-mediated metabolism. Investigate inhibition methods such as active site blockage or enzyme activity reduction, while being cautious of potential side effects from elevated blood drug levels.",train,
19,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.519506369,"Identify molecules that can inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2C9, to minimize the risk of adverse drug events. Study various inhibition mechanisms, such as blocking enzyme active sites or reducing enzyme activity, while considering the possibility of heightened side effects from higher drug concentrations.",train,0.632247565
20,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.49242073,"Search for compounds that inhibit Cytochrome P450 (CYP450) enzymes, especially CYP2C19, to reduce the potential for adverse drug reactions and interactions caused by CYP450-mediated metabolism. Investigate various inhibition mechanisms such as blocking the enzyme's active site or decreasing enzyme activity, while considering the increased risk of side effects from elevated drug levels in the blood.",train,
21,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.474387295,"Identify molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2C19, to lower the risk of harmful drug reactions and interactions. Focus on inhibition methods like enzyme active site occupation or reducing enzyme efficiency, while being mindful of the possibility of heightened side effects due to increased drug concentrations.",train,
22,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.616100324,"Explore compounds that target Cytochrome P450 (CYP450) enzymes, particularly CYP2C19, to help reduce the risk of negative drug interactions and adverse effects. Focus on inhibition mechanisms such as binding to the active site or reducing enzyme functionality, while considering the potential for increased side effects from elevated drug levels.",train,
23,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.429143486,"Investigate molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2C19, to minimize the risk of drug interactions and adverse reactions. Examine inhibition strategies such as blocking active sites or suppressing enzyme function, while considering the increased likelihood of side effects from higher drug concentrations.",train,
24,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.408989673,"Look for compounds that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2C19, to reduce the risk of harmful drug reactions and interactions due to CYP450-mediated metabolism. Focus on inhibition mechanisms like active site occupation or enzyme activity reduction, while being aware of the potential for side effects from elevated drug concentrations.",train,
25,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.469542017,"Identify molecules that can inhibit Cytochrome P450 (CYP450) enzymes, especially CYP2C19, to decrease the risk of adverse drug reactions and drug-drug interactions. Focus on inhibition strategies such as blocking enzyme active sites or reducing enzyme activity, while also considering the potential for heightened side effects due to higher drug concentrations.",train,
26,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.341046689,"Search for compounds capable of inhibiting Cytochrome P450 (CYP450) enzymes, particularly CYP2C19, to minimize the risk of adverse drug interactions and drug-drug interactions. Examine various inhibition mechanisms like blocking the active site or weakening enzyme activity, while considering the possible increased side effects caused by elevated drug concentrations.",train,
27,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.442824806,"Investigate compounds that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2C19, to reduce the likelihood of adverse drug interactions and reactions. Focus on inhibition strategies such as active site blocking or enzyme activity suppression, while considering the potential for increased side effects due to raised drug concentrations.",train,
28,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.453733501,"Look for molecules that can inhibit Cytochrome P450 (CYP450) enzymes, especially CYP2C19, to help reduce the risk of adverse drug reactions and interactions caused by CYP450-mediated metabolism. Investigate inhibition mechanisms such as blocking enzyme active sites or reducing enzyme activity, while being aware of the potential for elevated drug concentrations leading to side effects.",train,
29,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.367559361,"Identify compounds that can block Cytochrome P450 (CYP450) enzymes, particularly CYP2C19, to reduce the risk of drug interactions and adverse reactions. Examine inhibition strategies such as active site occupation or reducing enzyme function, while considering the risk of heightened side effects from elevated drug levels.",train,0.616100324
30,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.523861084,"Find molecules that can inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2D6, to reduce the risk of adverse drug reactions and drug-drug interactions due to CYP450-mediated metabolic pathways. Explore various inhibition mechanisms such as blocking active sites or reducing enzyme activity, while considering the potential for increased side effects due to elevated blood drug concentrations.",train,
31,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.729736697,"Search for compounds that can effectively inhibit Cytochrome P450 (CYP450) enzymes, especially CYP2D6, to minimize the risk of adverse drug events and drug-drug interactions. Investigate inhibition mechanisms like occupying enzyme active sites or weakening enzyme activity, while taking into account the potential for higher side effects due to increased drug concentrations.",train,
32,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.701550254,"Identify molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2D6, to help minimize the risk of negative drug interactions and adverse effects caused by CYP450 metabolism. Consider mechanisms like active site binding or reducing enzyme efficiency, while keeping in mind the possibility of elevated side effects due to higher drug levels.",train,
33,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.695907237,"Investigate molecules that can inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2D6, to lower the risk of adverse drug reactions and interactions. Focus on inhibition mechanisms such as blocking active sites or suppressing enzyme activity, while considering the potential for side effects due to elevated drug concentrations.",train,
34,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.602519593,"Look for compounds capable of inhibiting Cytochrome P450 (CYP450) enzymes, particularly CYP2D6, to help prevent adverse drug reactions and interactions caused by CYP450-mediated metabolic pathways. Examine inhibition mechanisms like occupying enzyme active sites or weakening enzyme activity, while being mindful of the risk of increased side effects due to elevated drug concentrations.",train,
35,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.713059719,"Find molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2D6, to reduce the risk of adverse drug interactions and drug-drug interactions. Focus on various inhibition mechanisms such as blocking active sites or reducing enzyme function, and consider the potential for increased side effects from elevated drug concentrations.",train,
36,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.736505454,"Identify compounds capable of inhibiting Cytochrome P450 (CYP450) enzymes, particularly CYP2D6, to lower the risk of adverse drug events and drug-drug interactions. Look into mechanisms of inhibition like active site binding or weakening enzyme activity, while keeping in mind the potential for increased side effects due to higher drug concentrations.",train,
37,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.671753976,"Search for molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2D6, to reduce the risk of adverse drug reactions and drug interactions caused by CYP450-mediated metabolism. Consider inhibition mechanisms like blocking the active site or diminishing enzyme activity, while considering the possibility of elevated drug concentrations leading to side effects.",train,
38,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.631170081,"Look for molecules that can inhibit Cytochrome P450 (CYP450) enzymes, especially CYP2D6, to reduce the risk of adverse drug interactions and reactions. Focus on inhibition mechanisms like occupying active sites or suppressing enzyme activity, while also considering the potential side effects caused by elevated drug levels.",train,
39,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.716840827,"Investigate compounds that can inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP2D6, to help reduce the risk of adverse drug interactions and reactions caused by CYP450-mediated metabolism. Focus on inhibition strategies such as blocking the active site or reducing enzyme activity, while considering the possible increase in side effects from elevated drug concentrations.",train,0.736505454
40,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.417446378,"Find molecules that can inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP3A4, to reduce the risk of adverse drug reactions and drug-drug interactions due to CYP450-mediated metabolic pathways. Explore various inhibition mechanisms such as blocking active sites or reducing enzyme activity, while considering the potential for increased side effects due to elevated blood drug concentrations.",train,
41,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.534193133,"Search for compounds that can effectively inhibit Cytochrome P450 (CYP450) enzymes, especially CYP3A4, to minimize the risk of adverse drug events and drug-drug interactions. Investigate inhibition mechanisms like occupying enzyme active sites or weakening enzyme activity, while taking into account the potential for higher side effects due to increased drug concentrations.",train,
42,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.67279757,"Identify molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP3A4, to help minimize the risk of negative drug interactions and adverse effects caused by CYP450 metabolism. Consider mechanisms like active site binding or reducing enzyme efficiency, while keeping in mind the possibility of elevated side effects due to higher drug levels.",train,
43,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.510168462,"Investigate molecules that can inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP3A4, to lower the risk of adverse drug reactions and interactions. Focus on inhibition mechanisms such as blocking active sites or suppressing enzyme activity, while considering the potential for side effects due to elevated drug concentrations.",train,
44,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.432521403,"Look for compounds capable of inhibiting Cytochrome P450 (CYP450) enzymes, particularly CYP3A4, to help prevent adverse drug reactions and interactions caused by CYP450-mediated metabolic pathways. Examine inhibition mechanisms like occupying enzyme active sites or weakening enzyme activity, while being mindful of the risk of increased side effects due to elevated drug concentrations.",train,
45,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.511626622,"Find molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP3A4, to reduce the risk of adverse drug interactions and drug-drug interactions. Focus on various inhibition mechanisms such as blocking active sites or reducing enzyme function, and consider the potential for increased side effects from elevated drug concentrations.",train,
46,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.546462303,"Identify compounds capable of inhibiting Cytochrome P450 (CYP450) enzymes, particularly CYP3A4, to lower the risk of adverse drug events and drug-drug interactions. Look into mechanisms of inhibition like active site binding or weakening enzyme activity, while keeping in mind the potential for increased side effects due to higher drug concentrations.",train,
47,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.516606831,"Search for molecules that inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP3A4, to reduce the risk of adverse drug reactions and drug interactions caused by CYP450-mediated metabolism. Consider inhibition mechanisms like blocking the active site or diminishing enzyme activity, while considering the possibility of elevated drug concentrations leading to side effects.",train,
48,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.400154653,"Look for molecules that can inhibit Cytochrome P450 (CYP450) enzymes, especially CYP3A4, to reduce the risk of adverse drug interactions and reactions. Focus on inhibition mechanisms like occupying active sites or suppressing enzyme activity, while also considering the potential side effects caused by elevated drug levels.",train,
49,cyp450,ckpts/gimlet_fp3modalnew/checkpoint-10000,0,0,0.494739943,"Investigate compounds that can inhibit Cytochrome P450 (CYP450) enzymes, particularly CYP3A4, to help reduce the risk of adverse drug interactions and reactions caused by CYP450-mediated metabolism. Focus on inhibition strategies such as blocking the active site or reducing enzyme activity, while considering the possible increase in side effects from elevated drug concentrations.",train,0.67279757
